ID,title,author,isbn,publisher,edition,pages,dimension
3375,Be: fire that burns within you,Eric Morris,9781499186079,CreateSpace Publishing,,104,5.00(w) x 8.00(h) x 0.22(d)
3376,A Nation of Small Shareholders: Marketing Wall Street after World War II,Janice M. Traflet,9781421409023,Johns Hopkins University Press,,256,6.20(w) x 9.00(h) x 1.00(d)
3377,Great Expectations (Barnes & Noble Classics Series),Charles Dickens,9781593081164,Barnes & Noble,,512,5.18(w) x 8.00(h) x 1.28(d)
3378,Broken Glass,Cynthia Dumas Jones,9781498498715,Xulon Press,,114,6.00(w) x 1.25(h) x 9.00(d)
3379,Cultural History Of Classical Chinese Gardens A,Scpg Publishing Corporation,9781938368189,Scpg Publishing Corporation,,160,6.10(w) x 9.50(h) x 0.60(d)
3380,Dinner A.S.A.P.: 150 Recipes Made As Simple As Possible,The Editors of Cooking Light,9780848746407,Time Inc. Books,,288,8.60(w) x 9.60(h) x 0.90(d)
3381,Beyond the Ice Limit (Gideon Crew Series #4),Douglas Preston;  Lincoln Child,9781455525874,Grand Central Publishing,,416,4.20(w) x 6.20(h) x 1.20(d)
3382,I Love You: An Illustrated Anthology of the Most Romantic Poems Ever Written,Laughing Elephant Publishing,9781595833839,Laughing Elephant,,48,8.60(w) x 11.90(h) x 1.00(d)
3383,Last Summer,Holly Chamberlin,9781496708007,Kensington,Reprint,336,4.10(w) x 6.90(h) x 1.10(d)
3384,A Cultural History of the Human Body in the Enlightenment,Carole Reeves,9781472554659,Bloomsbury Academic,,312,9.40(w) x 6.60(h) x 0.80(d)
3385,"A Study Guide for Bobbie Ann Mason's ""In Country""",Cengage Learning Gale,9781375382199,BiblioLabs LLC,,56,6.00(w) x 1.25(h) x 9.00(d)
3386,The Harbinger Companion with Study Guide: Decode the Mysteries and Respond to the Call that Can Change America's Future-and Yours,Jonathan Cahn,9781621362456,Charisma Media,,240,6.00(w) x 9.00(h) x 0.28(d)
3387,Summary and Analysis of Hidden Figures: The American Dream and the Untold Story of the Black Women Mathematicians Who Helped Win the Space Race: Based on the Book by Margot Lee Shetterly,Worth Books,9781504046657,Open Road Integrated Media LLC,,66,5.10(w) x 7.80(h) x 0.20(d)
3388,Books: A Memoir,Larry McMurtry,9781416583356,Simon & Schuster,Reprint,272,5.28(w) x 7.98(h) x 0.60(d)
3389,Magnificent Ambersons (Barnes & Noble Classics Series),Booth Tarkington,9781593082635,Barnes & Noble,,336,5.18(w) x 8.00(h) x 0.84(d)
3390,La tentación eres tú y otros relatos pecaminosos,Pukiyari Editores,9781630650841,Pukiyari Editores/Publishers,,226,6.00(w) x 1.25(h) x 9.00(d)
3391,Emma: Classics in Large Print,Jane Austen;  Craig Stephen Copland,9781537027395,CreateSpace Publishing,Large Print,804,7.01(w) x 10.00(h) x 1.60(d)
3392,El misterio del escriba sentado,Susaeta Publishing;  Inc.,9788467732207,Susaeta Ediciones S.A.,,144,5.75(w) x 8.25(h) x 0.60(d)
3393,L'amie,M. Henry Greville,9781511922913,CreateSpace Publishing,,332,6.00(w) x 9.00(h) x 0.69(d)
3394,Aftermath: The Remnants of War,Donovan Webster,9780679751533,Knopf Doubleday Publishing Group,,288,5.20(w) x 8.00(h) x 0.60(d)
3395,Drakes Book of Indians,Samuel Gardner Drake,9781582181325,Digital Scanning Incorporated,,468,6.00(w) x 9.00(h) x 1.19(d)
3396,Conversations with My Father Adonis,Ninar Esber,9781905422906,Seagull Books,,232,6.10(w) x 7.60(h) x 1.00(d)
3397,Hurricane,David Wiesner,9780395629741,Houghton Mifflin Harcourt,,32,10.68(w) x 9.00(h) x 0.15(d)
3398,Cam Newton: Trying to Win Them All,Jackie F. Stanmyre,9781502628350,Cavendish Square,,112,6.10(w) x 9.10(h) x 0.50(d)
3399,Our Country's Presidents: All You Need to Know About the Presidents From George Washington to Barack Obama,Ann Bausum,9781426310904,National Geographic Society,,224,8.60(w) x 10.90(h) x 0.70(d)
3400,The Mystery of the Shemitah With DVD: The 3000-Year-Old Mystery That Holds the Secret of America's Future the World's Future and Your Future!,Jonathan Cahn,9781629987156,Charisma Media,,304,5.50(w) x 8.20(h) x 3.90(d)
3401,900 Practice Questions for the Upper Level SSAT & ISEE,Princeton Review,9780804124867,Random House Children's Books,,544,8.40(w) x 10.90(h) x 1.50(d)
3402,Life After Suicide,Cynthia L Long,9780788026669,CSS Publishing,,96,5.50(w) x 8.50(h) x 0.20(d)
3403,All In: How Our Work-First Culture Fails Dads Families and Businesses--And How We Can Fix It Together,Josh Levs,9780062349613,HarperCollins Publishers,,272,5.50(w) x 7.30(h) x 0.80(d)
3404,South Providence,Patrick T. Conley;  Paul Campbell,9781531627423,Arcadia Publishing SC,,130,6.69(w) x 9.61(h) x 0.38(d)
3405,Disneywar,James B. Stewart,9780743267090,Simon & Schuster,,608,5.50(w) x 8.43(h) x 1.60(d)
3406,Tabula Rasa (Tabula Rasa Saga Series #1),Kristen Lippert-Martin,9781512426298,Lerner Publishing Group,Reprint,337,5.40(w) x 8.20(h) x 1.10(d)
3407,Monaco Cool,Robert Westgate,9780910155236,Bartleby Press,,176,6.76(w) x 8.38(h) x 0.75(d)
3408,Another Scandal in Bohemia (Irene Adler Series #4),Carole Nelson Douglas,9780765303752,Tom Doherty Associates,,480,4.90(w) x 7.90(h) x 1.20(d)
3409,My Quarter Life Experience,Michael A. McCain,9780615780726,Maximize Publishing Inc.,,150,6.00(w) x 9.00(h) x 0.32(d)
3410,Lost Children: Reconstructing Europe's Families after World War II,Tara Zahra,2900674425063,Harvard,,320,6.00(w) x 1.25(h) x 9.00(d)
3411,Ramp Hollow: The Ordeal of Appalachia,Steven Stoll,9780809080199,Farrar Straus and Giroux,,432,5.38(w) x 8.25(h) x (d)
3412,The Adventures of Thor the Thunder God,Jim Madsen;  Lise Lunge-Larsen,9780618473014,Houghton Mifflin Harcourt,,80,8.50(w) x 11.50(h) x 0.49(d)
3413,Leadership in Sport,Ian O'Boyle,9781138818255,Taylor & Francis,,264,6.75(w) x 9.75(h) x 0.50(d)
3414,After the Trade Is Made: Processing Securities Transactions,David M. Weiss,9781591841272,Penguin Publishing Group,Revised Edition,544,6.25(w) x 9.31(h) x 1.56(d)
3415,Django Project Blueprints,Asad Jibran Ahmed,9781783985425,Packt Publishing Limited,,264,7.50(w) x 9.25(h) x 0.55(d)
3416,Echoes of the Civil War: The Blue,Stephen Forman,9781878668837,History Compass LLC,,64,5.25(w) x 7.50(h) x 0.20(d)
3417,Gold Rush,Elise Noble,9781910954232,Undercover Publishing Limited,,444,5.00(w) x 7.99(h) x 0.98(d)
3418,Sense and Sensibility (Barnes & Noble Classics Series),Jane Austen,9781593081256,Barnes & Noble,,352,5.30(w) x 8.15(h) x 1.00(d)
3419,The Best Chicken Thief in All of Europe: A Jewish-American soldier's World War II survival story,Mike Befeler,9781540777621,CreateSpace Publishing,,222,7.01(w) x 10.00(h) x 0.47(d)
3420,Galvanized Virginians in the Indian Wars,Thomas Power Lowry M.D.,9780692550748,Idle Winter Press,,242,5.90(w) x 8.80(h) x 0.60(d)
3421,Chewing Gum Candy Bars & Beer: The Army Px In World War Ii,James J. Cooke,9780826218674,University of Missouri Press,,208,6.20(w) x 9.10(h) x 0.90(d)
3422,In Their Lives: Great Writers on Great Beatles Songs,Andrew Blauner,9780735210691,Penguin Publishing Group,,320,5.10(w) x 8.30(h) x 1.20(d)
3423,Before Vassar Opened - a Contribution to the History of the Higher Education of Women in America,James Monroe Monroe Taylor,9781406754278,Taylor Press,,308,5.50(w) x 8.50(h) x 0.69(d)
3424,The Miracle: The Epic Story of Asia's Quest for Wealth,Michael Schuman,9780061346699,HarperCollins Publishers,,422,5.20(w) x 7.90(h) x 1.20(d)
3425,Simone Weil: A Modern Pilgrimage,Robert Coles,9781683362975,Turner Publishing Company,,208,5.90(w) x 8.90(h) x 0.60(d)
3426,Early Christian Doctrines / Edition 5,J. N. D. Kelly,9780826452528,Bloomsbury Academic,5TH,528,5.44(w) x 8.50(h) x 1.54(d)
3427,Not a Good Day to Die: The Untold Story of Operation Anaconda,Sean Naylor,9780425207871,Penguin Publishing Group,Reprint,448,5.98(w) x 9.00(h) x 0.99(d)
3428,Confidence: The Diary of an Invisible Girl,Paige Lavoie,9781511918862,CreateSpace Publishing,,256,5.24(w) x 7.99(h) x 0.54(d)
3429,Accused: British Witches throughout History,Willow Winsham,9781473850033,Pen & Sword Books Limited,,,6.40(w) x 9.30(h) x 0.90(d)
3430,Cocina Latina: El sabor del mundo latino,Raquel Roque,9780983139034,Penguin Publishing Group,Spanish-language Edition,400,7.30(w) x 9.00(h) x 1.30(d)
3431,Martha Washington: An American Life,Patricia Brady,9780143037132,Penguin Publishing Group,Reprint,288,5.42(w) x 8.38(h) x 0.63(d)
3432,American Cicero: Mario Cuomo and the Defense of American Liberalism,Saladin Ambar,9780190658946,Oxford University Press,,224,6.30(w) x 9.30(h) x 1.00(d)
3433,Shadows in the Moonlight: Conan the Barbarian #20,Howard Robert Ervin,9781984362186,CreateSpace Publishing,,40,6.00(w) x 1.25(h) x 9.00(d)
3434,Cracking the AP Calculus AB & BC Exams 2013 Edition,Princeton Review,9780307944863,Random House Children's Books,,896,8.48(w) x 10.60(h) x 1.54(d)
3435,The Transformation of American Liberalism,George Klosko,9780199973415,Oxford University Press,,304,6.10(w) x 9.40(h) x 1.30(d)
3436,Fabulae / Edition 1,Sophocles,9780198145776,Oxford University Press USA,REV,456,7.63(w) x 5.13(h) x 1.15(d)
3437,Renée Stout: Tales of the Conjure Woman,Halsey Institute of Contemporary Art,9781467586788,Halsey Institute of Contemporary Art,,172,11.10(w) x 9.50(h) x 0.70(d)
3438,Ptsr Diary/ Group 7,Tim Connelly,9781300901655,Lulu.com,,80,6.00(w) x 9.00(h) x 0.19(d)
3439,UnEarthly,Rebecca Bloomer,9781922200761,Odyssey Books,,196,5.24(w) x 7.99(h) x 0.45(d)
3440,A History of Jews in America / Edition 1,Abraham J. Karp,9781568219592,Aronson Jason Inc.,New Edition,504,6.40(w) x 9.02(h) x 1.45(d)
3441,Minecraft,Chris Martin,9781512405897,Lerner Publishing Group,,32,8.90(w) x 10.90(h) x 0.30(d)
3442,Business Plans Handbook / Edition 5,William H. Harmer,9780787612634,Gale Group,,648,8.60(w) x 11.10(h) x 1.50(d)
3443,Debates over the Resurrection of the Dead: Constructing Early Christian Identity,Outi Lehtipuu,9780198724810,Oxford University Press,New Edition,256,6.30(w) x 9.30(h) x 1.10(d)
3444,If the Allies Had Fallen: Sixty Alternate Scenarios of World War II,Harold C. Deutsch;  Dennis E. Showalter,9781616085469,Skyhorse Publishing,,304,6.00(w) x 8.90(h) x 1.00(d)
3445,"The ""White Lady"" Rides a Pale Horse",Mary Helen Patton,9781496905215,AuthorHouse,,56,5.00(w) x 8.00(h) x 0.13(d)
3446,Civil War Soldiers,Reid Mitchell;  Mitchell Reid,9780140263336,Penguin Publishing Group,REPRINT,288,5.08(w) x 7.72(h) x 0.78(d)
3447,Lost Cities of Ancient Lemuria: A Rogue Archaeologist's Travels in the Pacific,David Hatcher Childress,9780932813046,Adventures Unlimited Press,1st Edition,367,5.40(w) x 8.40(h) x 0.80(d)
3448,Lillian's Diaries,Sheryl Trudgian Jones,9781453668405,CreateSpace Publishing,,368,6.00(w) x 9.00(h) x 0.76(d)
3449,Blueprints for a Barbed-Wire Canoe,Wayne Macauley,9781922079114,Text Publishing Company,Reprint,208,5.00(w) x 7.70(h) x 0.70(d)
3450,Denver and the Doolittle Raid: The Extraordinary Story of an Ordinary World War II Hero,Bowen D. Burnette,9780985061203,Tabbystone Press,,106,6.00(w) x 9.00(h) x 0.22(d)
3451,Narrative of the Life of Frederick Douglass An American Slave (Barnes & Noble Classics Series),Frederick Douglass,9781593080419,Barnes & Noble,,160,8.04(w) x 5.22(h) x 0.47(d)
3452,Stout,Michael J. Lewis,9780937381441,Brewers Publications,,192,5.61(w) x 8.64(h) x 0.45(d)
3453,Life,Diana Strickland,9781612155616,Xulon Press,,70,6.00(w) x 9.00(h) x 0.15(d)
3454,Federal Taxation in America: A History,W. Elliot Brownlee,9781107492561,Cambridge University Press,New Edition,336,5.98(w) x 8.98(h) x 0.79(d)
3455,Combat Medic World War II,John A. Kerner M.D.,9781596874565,ibooks Incorporated,,280,6.00(w) x 9.00(h) x 0.75(d)
3456,Mastermind Group Blueprint,Tobe Brockner,9781612060712,Aloha Publishing,,134,8.30(w) x 5.50(h) x 0.20(d)
3457,Jennie,Douglas Preston,9780765315618,Tom Doherty Associates,First Edition,320,5.50(w) x 8.50(h) x 0.71(d)
3458,The White Mary,Kira Salak,9780312429041,Picador,First Edition,368,5.42(w) x 8.24(h) x 0.90(d)
3459,Anything You Want: 40 Lessons for a New Kind of Entrepreneur,Derek Sivers,9781591848264,Penguin Publishing Group,,96,7.10(w) x 5.20(h) x 0.60(d)
3460,Bobby Kennedy: A Raging Spirit,Chris Matthews,9781501111860,Simon & Schuster,,416,6.30(w) x 9.10(h) x 1.30(d)
3461,Last Stand at Khe Sanh: The U.S. Marines' Finest Hour in Vietnam,Gregg Jones,9780306823725,Da Capo Press,First Trade Paper Edition,400,6.00(w) x 8.90(h) x 1.20(d)
3462,It's P!,Mary Elizabeth Salzmann,9781604536034,ABDO Publishing Company,,24,9.40(w) x 7.60(h) x 0.10(d)
3463,The Art of War: The Oldest Military Treatise In The World,Sun Tzu;  Lionel Giles MA,9789198147827,HH Bokfouml;rlag,,76,5.00(w) x 8.00(h) x 0.16(d)
3464,Dean Acheson: A Life in the Cold War,Robert L. Beisner,9780195045789,Oxford University Press,,832,9.30(w) x 6.30(h) x 1.90(d)
3465,The Unwinding: An Inner History of the New America,George Packer,9780374534608,Farrar Straus and Giroux,Reprint,448,8.10(w) x 5.40(h) x 1.30(d)
3466,Alexander Hamilton's New York City (Alexander Hamilton),Dona Herweck Rice,9781425863517,Teacher Created Materials,,32,5.50(w) x 8.20(h) x 0.80(d)
3467,A History of British Bus Services,David Holding,9780715378137,David & Charles,,186,6.69(w) x 9.61(h) x 0.50(d)
3468,Tyrannosaur Canyon,Douglas Preston,9780765349651,Tom Doherty Associates,First Edition,416,4.32(w) x 6.96(h) x 1.12(d)
3469,Marathon,David J. Califf,9780791066799,Chelsea House Publishers,,272,6.70(w) x 9.30(h) x 0.50(d)
3470,Checked Out (Dead-End Job Series #14),Elaine Viets,9780451466334,Penguin Publishing Group,,304,4.10(w) x 6.70(h) x 1.00(d)
3471,Everything Love Is,Claire King,9781632865380,Bloomsbury USA,,384,5.70(w) x 8.40(h) x 1.30(d)
3472,Midnight in the Pacific: Guadalcanal--The World War II Battle That Turned the Tide of War,Joseph Wheelan,9780306824593,Da Capo Press,,400,5.90(w) x 9.10(h) x 1.40(d)
3473,NISTIR 7865: A Human Factors Guide to Enhance EHR Usability of Critical User Interactions when Supporting Pediatric Patient Care,U.S. Department of Commerce,9781502430304,CreateSpace Publishing,,48,8.50(w) x 11.00(h) x 0.10(d)
3474,Flower Celebrations Address Book & Day Book Set,Lorenz,9780754820970,Anness Publishing Ltd.,,128,8.36(w) x 8.39(h) x 1.35(d)
3475,Bound for Canaan: The Epic Story of the Underground Railroad America's First Civil Rights Movement,Fergus Bordewich,9780060524319,HarperCollins Publishers,Reprint,592,5.31(w) x 8.00(h) x 0.92(d)
3476,A Firing Offense: A Novel,David Ignatius,9780393346282,Norton W. W. & Company Inc.,Reprint,480,5.40(w) x 8.10(h) x 1.50(d)
3477,America: A History,Robert Mackenzie,9781547115402,CreateSpace Publishing,,342,6.00(w) x 1.25(h) x 9.00(d)
3478,Uvalde,Beverly Hadley,9781531656997,Arcadia Publishing SC,,130,6.69(w) x 9.61(h) x 0.38(d)
3479,Engaging with Social Rights: Procedure Participation and Democracy in South Africa's Second Wave,Brian Ray,9781108446174,Cambridge University Press,,393,5.98(w) x 9.02(h) x (d)
3480,The One Device: The Secret History of the iPhone,Brian Merchant,9780316546164,Little Brown and Company,,416,6.30(w) x 9.30(h) x 1.40(d)
3481,It Seemed Important at the Time: A Romance Memoir,Gloria Vanderbilt,9781439189825,Simon & Schuster,,176,5.50(w) x 8.40(h) x 0.60(d)
3482,Emergence: The Connected Lives of Ants Brains Cities and Software,Steven Johnson,9780684868769,Scribner,Reprint,288,5.50(w) x 8.43(h) x 0.70(d)
3483,In God's Hands: The Spiritual Diaries of Pope John Paul II,Pope Saint John Paul II,9780062396167,HarperCollins Publishers,,512,6.30(w) x 9.20(h) x 1.30(d)
3484,Critique of Practical Reason: And Other Works on the Theory of Ethics (Barnes & Noble Library of Essential Reading),Immanuel Kant,9780760760949,Barnes & Noble,,176,5.50(w) x 8.25(h) x (d)
3485,Lethal Passage: The Story of a Gun,Erik Larson,9780679759270,Knopf Doubleday Publishing Group,Reprint,304,5.15(w) x 8.00(h) x 0.66(d)
3486,Ivanhoe (Barnes & Noble Classics Series),Sir Walter Scott,9781593082468,Barnes & Noble,,544,7.96(w) x 5.26(h) x 1.43(d)
3487,Brought To Battle: A Novel of World War II,J Scott Payne,9780990883111,Argon Press,,292,6.00(w) x 9.00(h) x 0.61(d)
3488,The Devil Drives: A Life of Sir Richard Burton,Fawn M. Brodie,9780393301663,Norton W. W. & Company Inc.,Reprint,408,5.30(w) x 7.80(h) x 1.10(d)
3489,A Man Called Lion: The Life and Times of John Howard Pondoro Taylor,Peter Hathaway Capstick;  Joseph Vance,9781571572721,Safari Press Inc.,5th Edition,260,6.54(w) x 9.48(h) x 1.10(d)
3490,Good Dream Bad Dream: The World's Heroes Save the Night!,Juan Calle;  Serena Valentino,9781597021036,Immedium,Bilingual,36,8.60(w) x 11.20(h) x 0.40(d)
3491,George H. W. Bush (American Presidents Series),Timothy Naftali,9780805069662,Holt Henry & Company Inc.,,224,5.50(w) x 8.50(h) x 0.62(d)
3492,Europe after Derrida: Crisis and Potentiality,Agnes Czajka,9781474410762,Edinburgh University Press,Reprint,192,6.10(w) x 9.20(h) x 0.60(d)
3493,Carp Polyculture In Central And Eastern Europe The Caucasus And Central Asia. A Manual: Fao Fisheries And Aquaculture Technical Paper No. 554,Food and Agriculture Organization (FAO),9789251066669,Bernan Distribution,,82,8.25(w) x 11.75(h) x (d)
3494,Text of Matthew in the Writings of Basil of Caesarea,Jean-Francoise Racine,9781589831162,Society of Biblical Literature,,444,6.00(w) x 9.00(h) x 0.99(d)
3495,Crossing Stars: A Once Bitten Novel,Elizabeth Godfrey;  Mandi Coleman,9781546340928,CreateSpace Publishing,,448,5.50(w) x 8.50(h) x 0.91(d)
3496,The Art of War,Sun Tzu,9781784048174,Arcturus Publishing Limited,,160,6.40(w) x 9.70(h) x 1.10(d)
3497,Ireland as It Is,Robert John Buckley,9781535011655,CreateSpace Publishing,,642,6.00(w) x 9.00(h) x 1.29(d)
3498,The Old Peabody Pew,Kate Douglas Wiggin,9781982018979,CreateSpace Publishing,,30,6.00(w) x 1.25(h) x 9.00(d)
3499,A History of Birdwatching in 100 Objects,David Callahan,9781408186183,Bloomsbury USA,,224,7.40(w) x 9.80(h) x 0.80(d)
3500,The Complete Sherlock Holmes Volume II (Barnes & Noble Classics Series),Arthur Conan Doyle,9781593080402,Barnes & Noble,,752,7.96(w) x 5.34(h) x 1.65(d)
3501,Rwandan Women Rising,Swanee Hunt,9780822362579,Duke University Press Books,,448,6.75(w) x 8.50(h) x (d)
3502,Bleak House (Barnes & Noble Classics Series),Charles Dickens,9781593083113,Barnes & Noble,,912,8.06(w) x 5.32(h) x 1.89(d)
3503,Maritime Contra Costa County,Carol A. Jensen,9781531667757,Arcadia Publishing SC,,130,6.69(w) x 9.61(h) x 0.38(d)
3504,The Wright Brothers,David McCullough,9781476728759,Simon & Schuster,,336,6.10(w) x 9.20(h) x 1.10(d)
3505,Frontsoldaten: The German Soldier in World War II,Stephen G. Fritz,9780813109435,University Press of Kentucky,REVISED,312,6.00(w) x 9.00(h) x (d)
3506,Fairy Tales,Theodore Christopher Land;  Caroline Sullivan,9781538001882,NOOK Press,,164,5.00(w) x 8.00(h) x 0.38(d)
3507,Eastward to Tartary,Robert D. Kaplan,9780375705762,Knopf Doubleday Publishing Group,Reprint,384,5.24(w) x 8.00(h) x 0.82(d)
3508,A Quest for Glory: Major General Robert Howe and the American Revolution,Charles E. Bennett;  Donald R. Lennon,9780807865088,The University of North Carolina Press,1,220,6.12(w) x 9.25(h) x 9.00(d)
3509,Encyclopedia of Wars,Charles Phillips;  Alan Axelrod,9780816028511,Facts on File Incorporated,SET 1,1536,8.80(w) x 11.30(h) x 3.80(d)
3510,Chrysler Heritage: : A Photographic History,Michael W. R. Davis,9781531604868,Arcadia Publishing SC,,130,6.69(w) x 9.61(h) x 0.38(d)
3511,My Progeny,Kevin Fuller,9781304476197,Lulu.com,,98,6.00(w) x 9.00(h) x 0.38(d)
3512,Children in the Second World War: Memories from the Home Front,Amanda Herbert-Davies,9781473893566,Pen & Sword Books Limited,,,6.10(w) x 9.10(h) x 0.70(d)
